,edad,clase_trabajo,peso_final,educacion,num_educacion,estado_civil,ocupacion,relacion,raza,ganancia_capital,perdida_capital,horas_por_semana,pais,sexo,salario
12391,24,4,304602,12,9,5,6,4,5,0,0,40,39,True,False
12392,41,4,57233,10,13,3,12,1,5,0,0,70,39,True,False
12393,50,7,289207,11,16,3,10,1,5,0,1902,45,39,True,True
12394,68,4,224019,16,10,1,4,2,5,0,0,30,39,True,False
12395,35,4,267966,2,7,5,7,2,5,0,0,50,39,True,False
12396,47,4,214800,9,11,3,6,1,5,0,0,40,39,True,False
12397,43,2,241528,13,14,1,10,5,5,0,0,40,39,False,False
12398,35,4,197365,12,9,3,5,1,5,0,0,40,39,True,False
12399,34,4,296724,16,10,5,4,2,5,0,0,17,39,False,False
12400,26,4,136226,12,9,5,3,4,5,0,0,40,39,True,False
12401,50,4,40623,16,10,1,12,2,5,0,0,40,39,False,False
12402,22,4,264874,12,9,5,3,4,5,0,0,40,39,False,False
12403,20,4,112847,12,9,5,5,4,2,0,0,40,39,True,False
12404,18,4,236090,12,9,5,3,4,5,0,0,40,39,False,False
12405,52,6,89028,12,9,3,3,1,2,0,0,40,39,True,False
12406,71,7,210673,12,9,3,11,1,5,0,0,28,39,True,False
12407,55,4,60193,12,9,1,1,2,5,0,0,40,39,False,False
12408,17,4,216137,2,7,5,12,4,5,0,0,8,39,False,False
12409,36,4,139743,16,10,7,10,4,5,0,0,40,39,False,False
12410,25,4,32276,10,13,3,10,1,5,0,0,40,39,True,False
12411,39,2,423605,3,8,3,14,1,5,0,1848,40,27,True,True
12412,27,4,298871,10,13,5,8,2,2,0,0,40,30,True,False
12413,42,4,318255,12,9,1,1,5,5,0,0,40,39,False,False
12414,22,4,347867,12,9,4,12,2,5,0,1719,40,39,True,False
12415,57,4,279636,9,11,5,3,2,5,0,0,40,39,True,True
12416,34,4,405386,16,10,5,3,2,3,0,0,28,39,True,False
12417,31,4,297188,13,14,5,10,2,5,0,0,60,39,False,False
12418,24,4,182342,10,13,5,12,4,5,0,0,40,39,True,False
12419,41,6,229148,12,9,5,8,2,3,0,0,60,23,True,False
12420,30,4,189620,16,10,1,10,2,5,6849,0,40,9,False,False
12421,17,4,413557,2,7,5,1,4,5,0,0,32,39,False,False
12422,26,5,246025,12,9,6,12,5,5,0,0,20,16,False,False
12423,32,4,390997,4,2,5,5,2,4,0,0,50,26,True,False
12424,55,4,102058,1,6,3,4,1,5,0,0,45,39,True,False
12425,19,4,247298,3,8,4,8,4,4,0,0,20,39,False,False
12426,28,4,140108,13,14,1,10,2,5,0,0,50,39,False,False
12427,55,4,216941,12,9,3,3,6,5,2885,0,40,39,False,False
12428,49,4,81654,15,15,3,10,1,5,0,0,60,39,True,True
12429,23,4,177526,10,13,5,4,2,5,0,0,40,39,True,False
12430,43,4,64631,12,9,3,3,1,5,0,0,40,39,True,False
12431,40,4,110028,16,10,3,3,1,5,0,0,40,39,True,False
12432,41,4,203761,10,13,3,10,1,5,0,0,40,39,True,True
12433,23,4,163870,16,10,5,3,4,5,0,0,40,39,True,False
12434,59,1,117299,12,9,3,3,1,5,0,1887,40,39,True,True
12435,20,4,50648,12,9,5,6,4,5,0,0,35,39,True,False
12436,21,4,166517,12,9,5,3,4,5,0,0,40,39,True,False
12437,28,4,173800,10,13,4,10,2,2,0,0,10,36,False,False
12438,44,5,181762,16,10,3,4,1,5,0,0,50,39,True,False
12439,31,6,340880,10,13,3,12,1,5,0,0,48,39,True,False
12440,50,6,114758,10,13,5,3,2,5,4416,0,45,39,True,False
12441,54,4,138847,12,9,3,7,1,5,0,0,45,39,True,True
12442,28,4,215014,12,9,3,14,1,5,0,0,50,39,True,False
12443,34,4,183778,12,9,1,14,2,5,0,0,40,39,True,False
12444,46,4,273629,13,14,3,4,1,5,0,0,40,39,True,True
12445,28,5,113870,10,13,3,4,1,5,0,0,60,39,True,True
12446,23,4,213955,12,9,5,1,4,3,0,2001,40,39,True,False
12447,29,4,114982,10,13,3,13,1,5,0,0,40,39,True,True
12448,35,4,205338,12,9,3,3,1,5,0,0,40,39,True,False
12449,41,6,57924,16,10,3,5,1,5,7688,0,50,39,True,True
12450,90,4,225063,16,10,5,1,4,2,0,0,10,35,True,False
12451,35,6,202027,13,14,3,4,1,5,7688,0,55,39,True,True
12452,20,4,281356,12,9,3,6,1,4,0,0,40,39,True,False
12453,42,4,30824,13,14,1,10,2,5,2354,0,16,39,False,False
12454,56,4,98809,6,4,3,7,6,5,5013,0,45,39,False,False
12455,31,4,38223,10,13,5,12,4,5,0,0,45,39,True,False
12456,23,4,172232,12,9,5,13,4,5,0,0,50,39,True,False
12457,60,4,140544,12,9,5,6,2,5,0,0,40,39,True,False
12458,28,4,221366,16,10,5,3,4,5,0,0,40,39,True,False
12459,32,4,180799,16,10,3,14,1,5,0,0,60,39,True,True
12460,36,4,111499,13,14,5,4,2,5,14084,0,40,39,False,True
12461,44,6,155930,10,13,3,4,1,5,0,0,60,39,True,False
12462,34,4,201122,16,10,3,3,1,5,0,0,48,39,True,True
12463,27,4,101709,12,9,5,12,4,2,0,0,40,39,True,False
12464,49,4,140121,12,9,1,4,5,5,0,0,50,39,True,False
12465,48,4,172709,12,9,1,8,5,3,0,0,40,39,False,False
12466,47,4,120131,12,9,3,3,1,5,0,0,50,39,True,True
12467,34,4,117444,10,13,3,4,1,5,0,0,65,39,True,True
12468,27,4,256764,8,12,5,12,2,5,0,0,40,39,True,False
12469,31,2,176185,10,13,3,7,1,5,4064,0,40,39,True,False
12470,24,4,223811,16,10,3,3,1,5,0,0,40,39,True,False
12471,24,4,201603,12,9,1,6,2,5,0,0,30,39,True,False
12472,25,4,138765,16,10,3,7,1,5,0,0,40,39,True,False
12473,36,4,133974,9,11,1,12,5,5,0,0,40,39,False,False
12474,38,1,137953,12,9,3,1,1,5,0,0,45,39,True,False
12475,57,4,103403,5,3,3,14,1,5,0,0,40,39,True,False
12476,24,4,461678,16,10,3,5,1,5,0,0,50,39,True,True
12477,41,7,70884,12,9,3,13,1,5,0,0,40,39,True,False
12478,56,7,466498,9,11,3,3,1,3,0,0,60,39,True,True
12479,19,4,148644,12,9,5,1,4,5,0,0,40,39,False,False
12480,44,4,190739,12,9,5,8,3,3,0,0,32,39,True,False
12481,34,4,299507,9,11,5,3,2,5,0,0,40,39,False,False
12482,25,4,211424,10,13,5,4,4,5,0,0,40,39,True,False
12483,27,7,106721,12,9,3,13,1,5,0,0,40,39,True,False
12484,22,4,192017,12,9,5,10,2,5,0,0,40,39,True,False
12485,59,4,530099,16,10,3,3,1,5,0,1887,55,39,True,True
12486,34,4,119153,2,7,3,14,1,5,0,0,50,39,True,False
12487,30,4,202450,12,9,3,14,1,5,0,0,65,39,True,True
12488,21,4,50341,16,10,5,1,2,5,0,0,38,39,False,False
12489,24,4,140001,16,10,5,6,3,5,0,0,40,22,True,False
12490,19,4,220517,16,10,5,1,4,5,0,0,15,39,False,False
12491,82,4,52921,16,10,7,1,2,1,0,0,3,39,True,False
12492,35,4,31964,10,13,3,12,1,5,0,0,50,39,True,True
12493,32,4,148207,9,11,3,3,1,5,0,0,40,39,True,False
12494,45,4,151627,16,10,1,1,5,5,0,0,45,39,False,False
12495,30,4,402539,12,9,5,1,5,5,0,0,40,39,False,False
12496,28,6,188278,10,13,3,3,1,5,0,0,55,39,True,False
12497,28,6,96219,10,13,3,12,6,5,0,0,5,39,False,False
12498,29,4,340534,12,9,5,1,2,5,0,0,44,39,False,False
12499,60,4,160339,16,10,3,3,1,5,0,0,40,4,True,False
12500,28,4,120135,9,11,5,12,2,5,0,0,40,39,False,False
12501,38,1,303817,16,10,1,4,2,3,0,0,40,39,False,False
12502,31,4,181091,12,9,3,3,1,5,0,0,50,39,True,True
12503,28,4,200515,16,10,3,8,1,5,0,0,35,39,True,True
12504,42,4,160893,16,10,3,8,6,5,0,0,23,39,False,False
12505,40,2,183096,7,5,3,8,6,5,0,0,40,41,False,True
12506,24,4,241367,16,10,5,8,2,5,0,0,40,39,True,False
12507,37,5,342084,16,10,3,4,1,5,0,0,60,39,True,True
12508,36,4,193855,12,9,3,3,1,5,0,0,40,39,True,False
12509,39,4,80410,10,13,5,4,2,5,0,0,40,39,True,False
12510,22,4,554317,7,5,4,8,3,5,0,0,35,26,True,False
12511,46,4,85109,16,10,3,7,1,5,0,1628,40,39,True,False
12512,28,4,108569,10,13,3,10,1,5,0,0,43,39,True,False
12513,34,4,120959,16,10,1,1,5,5,0,0,40,39,False,False
12514,42,4,222011,16,10,1,12,5,5,0,0,43,39,False,False
12515,43,4,238530,12,9,3,3,1,5,0,0,40,39,True,False
12516,35,4,48404,12,9,5,12,4,5,0,0,40,39,False,False
12517,60,4,88055,15,15,3,10,1,5,3781,0,16,39,True,False
12518,33,4,238381,16,10,5,3,2,3,8614,0,40,39,True,True
12519,22,4,243923,12,9,3,14,3,5,0,0,80,39,True,False
12520,39,4,305597,9,11,3,3,1,5,0,0,40,39,True,False
12521,33,4,141841,10,13,3,4,1,3,5178,0,40,39,True,True
12522,39,4,129764,12,9,3,3,1,5,0,0,40,39,True,False
12523,37,6,150993,2,7,3,14,1,5,0,0,45,39,True,False
12524,63,6,147140,6,4,3,5,1,5,0,0,60,39,True,True
12525,46,7,30219,16,10,3,4,1,5,7688,0,38,39,True,True
12526,48,4,167967,12,9,6,7,5,3,0,0,40,39,False,False
12527,33,4,133278,12,9,5,1,4,3,0,0,40,39,False,False
12528,65,4,172510,16,10,7,10,2,5,1848,0,20,18,False,False
12529,39,4,192251,12,9,5,1,4,5,0,0,40,39,False,True
12530,43,4,210844,10,13,1,4,2,3,0,0,40,39,False,True
12531,28,4,263015,1,6,3,3,1,5,0,0,40,39,True,False
12532,50,6,155118,12,9,1,4,2,5,99999,0,35,39,False,True
12533,24,7,232918,10,13,5,10,2,5,0,0,20,39,True,False
12534,48,4,143542,12,9,1,14,2,5,0,0,40,39,True,False
12535,35,4,45607,16,10,5,8,2,5,0,0,40,39,True,False
12536,62,4,29828,12,9,3,14,1,5,0,0,40,39,True,False
12537,42,6,104118,16,10,5,4,2,5,0,0,40,39,True,False
12538,60,4,191446,12,9,3,4,1,5,99999,0,40,39,True,True
12539,50,4,27484,12,9,3,4,1,5,0,0,50,39,True,True
12540,40,4,205987,15,15,5,4,2,5,0,0,40,5,False,False
12541,39,2,143385,12,9,3,3,1,5,0,0,40,39,True,False
12542,43,4,200508,10,13,3,10,1,5,0,0,40,39,True,False
12543,43,2,186995,12,9,1,11,5,5,0,0,40,39,False,False
12544,35,4,54159,12,9,3,3,1,5,0,0,38,39,True,False
12545,39,4,113481,10,13,3,4,1,5,0,0,45,39,True,True
12546,30,2,235271,10,13,3,11,1,5,0,0,40,39,True,True
12547,32,4,349365,16,10,3,12,1,3,0,0,65,39,True,False
12548,18,4,283637,16,10,5,1,2,5,0,0,40,39,True,False
12549,37,4,70282,8,12,5,12,5,3,0,0,40,39,False,False
12550,26,4,166051,10,13,5,1,4,5,0,0,40,39,False,False
12551,51,4,193720,12,9,3,3,1,5,0,0,42,39,True,False
12552,35,4,124836,16,10,1,1,2,1,0,0,36,39,False,False
12553,33,4,236379,10,13,3,12,1,5,0,0,45,39,True,False
12554,46,4,122026,10,13,3,3,1,5,0,0,44,39,True,True
12555,40,4,114537,9,11,3,4,1,5,0,0,50,39,True,True
12556,34,4,191834,9,11,3,3,1,5,0,0,48,39,True,False
12557,29,4,420054,12,9,3,7,1,5,0,0,40,39,True,False
12558,47,6,160045,16,10,7,8,5,5,0,0,35,39,False,False
12559,34,4,303187,10,13,3,10,1,2,0,0,40,39,True,True
12560,45,4,190088,12,9,4,1,5,5,0,0,30,39,False,False
12561,53,4,126977,12,9,6,3,2,5,0,0,35,39,True,False
12562,52,6,63004,13,14,3,4,1,2,0,0,40,30,True,False
12563,64,4,391121,6,4,3,5,1,5,0,0,40,39,True,True
12564,42,4,211450,13,14,5,4,2,5,0,0,45,39,True,True
12565,44,4,156413,16,10,3,13,1,5,0,0,44,39,True,True
12566,41,4,116797,12,9,3,12,1,5,7298,0,50,39,True,True
12567,53,2,204447,13,14,3,4,1,5,0,0,43,39,True,True
12568,25,4,66935,12,9,5,3,2,5,0,0,35,39,True,False
12569,20,4,344278,2,7,6,8,4,5,0,0,40,39,False,False
12570,29,4,108574,9,11,5,9,4,5,0,0,40,39,False,False
12571,56,4,244605,12,9,3,3,1,5,0,0,40,39,True,False
12572,45,4,363677,11,16,3,10,6,5,0,1977,30,39,False,True
12573,56,4,219762,12,9,3,12,6,5,0,0,35,39,False,False
12574,38,5,269318,16,10,3,4,1,5,7298,0,40,39,True,True
12575,62,4,77884,12,9,3,12,1,2,0,0,40,30,True,False
12576,28,6,70100,10,13,5,10,2,5,0,0,60,39,True,False
12577,31,4,213643,12,9,3,12,1,5,3908,0,40,39,True,False
12578,24,4,69640,10,13,5,12,4,5,0,0,40,39,True,False
12579,65,4,170012,10,13,3,1,1,5,0,0,34,39,True,False
12580,40,4,329924,12,9,6,6,2,3,0,0,30,39,True,False
12581,31,4,193285,10,13,5,10,2,5,0,0,40,39,True,False
12582,35,4,261241,12,9,1,14,2,5,0,1741,60,39,True,False
12583,42,1,108183,13,14,3,10,1,2,0,1902,40,35,True,True
12584,20,4,296618,12,9,5,12,2,5,0,0,30,39,False,False
12585,30,2,257796,16,10,1,1,2,5,0,0,40,39,False,False
12586,25,4,155320,10,13,5,4,4,5,0,0,45,39,True,False
12587,22,4,151888,12,9,5,8,4,5,0,0,40,39,True,False
12588,65,4,143118,12,9,7,3,5,5,0,2206,10,39,False,False
12589,31,4,66278,16,10,3,10,6,5,3908,0,40,39,False,False
12590,56,4,92444,16,10,3,4,1,3,0,0,50,39,True,True
12591,51,4,229272,12,9,1,8,3,3,0,0,32,14,True,False
12592,36,6,207202,1,6,3,5,1,5,0,0,60,39,True,False
12593,44,7,154176,16,10,1,1,2,3,0,1590,40,39,False,False
12594,49,4,180899,13,14,1,4,5,5,0,1755,45,39,True,True
12595,28,4,205337,12,9,3,3,1,5,0,0,40,39,True,False
12596,57,4,180779,10,13,3,10,1,5,7298,0,40,39,True,True
12597,33,6,343021,16,10,5,12,2,5,0,0,65,39,True,False
12598,49,4,176814,10,13,3,1,1,5,5178,0,40,39,True,True
12599,74,7,88638,11,16,5,10,3,5,0,3683,20,39,False,True
12600,48,4,248059,10,13,3,4,1,5,5013,0,45,39,True,False
12601,38,4,409604,10,13,3,4,1,5,15024,0,40,39,True,True
12602,39,4,185053,12,9,5,7,2,5,0,0,40,39,False,False
12603,46,4,332884,10,13,3,4,1,5,7298,0,65,39,True,True
12604,56,4,212864,10,13,3,10,1,5,0,0,40,39,True,True
12605,27,4,66473,10,13,3,4,1,5,0,0,40,39,True,True
12606,17,4,285169,2,7,5,9,4,5,0,0,40,39,False,False
12607,28,4,175431,7,5,1,10,2,3,0,0,40,39,False,False
12608,18,4,152641,1,6,5,8,4,5,0,0,40,39,True,False
12609,42,4,339346,13,14,1,1,2,5,0,0,25,39,False,False
12610,39,4,287306,16,10,6,1,5,3,0,0,40,39,False,False
12611,29,6,70604,12,9,3,5,1,5,3464,0,40,39,True,False
12612,21,4,88926,16,10,5,10,4,5,0,0,10,39,True,False
12613,36,4,91275,16,10,5,1,5,2,0,0,40,39,False,False
12614,56,4,244554,1,6,7,7,5,3,0,0,40,39,False,False
12615,49,4,232586,5,3,3,3,1,5,0,0,40,39,True,False
12616,47,5,127678,16,10,3,12,1,5,0,0,80,39,True,False
12617,44,4,162184,16,10,6,1,5,5,0,0,40,39,False,False
12618,40,4,408229,4,2,5,8,2,5,0,0,45,8,True,False
12619,43,7,139734,10,13,3,4,1,5,15024,0,40,39,True,True
12620,62,4,197286,3,8,3,5,1,5,0,0,48,11,True,False
12621,52,4,229983,15,15,3,10,6,5,3103,0,30,39,False,True
12622,25,4,252803,12,9,5,8,5,3,0,0,40,39,False,False
12623,63,5,110890,13,14,1,10,2,5,0,0,70,39,True,True
12624,51,4,160724,11,16,3,10,1,2,0,0,99,35,True,False
12625,25,4,89625,12,9,5,1,4,2,0,0,40,39,False,False
12626,62,4,266037,16,10,3,1,1,5,0,0,40,39,True,False
12627,27,4,126730,12,9,5,12,2,5,0,0,40,39,False,False
12628,48,1,96854,16,10,5,1,2,5,0,0,30,39,True,False
12629,32,4,186788,12,9,3,14,1,5,0,0,40,39,True,False
12630,36,4,28996,16,10,3,12,1,5,0,0,45,39,True,False
12631,30,6,347166,12,9,1,3,2,5,0,0,40,39,True,False
12632,45,7,110311,13,14,1,4,5,5,0,0,40,39,False,False
12633,27,4,310850,12,9,3,14,1,5,0,0,50,39,True,False
12634,41,4,220694,10,13,1,8,2,5,0,0,37,39,True,False
12635,61,4,149405,12,9,3,8,1,3,0,0,40,39,True,False
12636,70,5,131699,10,13,1,4,5,5,0,0,55,39,False,False
12637,55,4,49996,2,7,5,7,2,3,0,0,40,39,False,False
12638,35,4,187112,10,13,5,8,2,5,0,0,45,39,False,False
12639,36,4,180859,9,11,3,6,1,5,0,0,38,39,True,False
12640,29,4,185647,16,10,5,13,4,5,0,0,60,39,True,False
12641,30,4,316606,10,13,3,8,6,5,0,0,40,39,False,False
12642,45,4,274657,2,7,3,3,1,5,0,0,40,39,True,False
12643,39,1,193583,10,13,1,10,5,5,5455,0,60,39,False,False
12644,18,4,338836,12,9,5,8,4,5,0,0,20,39,True,False
12645,28,4,216814,12,9,3,14,1,3,0,0,40,39,True,False
12646,27,4,106935,10,13,3,4,1,5,0,0,45,39,True,False
12647,38,4,223433,12,9,5,7,2,5,0,0,40,39,True,False
12648,33,4,174789,12,9,3,3,1,5,0,0,40,39,True,False
12649,25,4,135603,12,9,3,14,1,5,0,0,40,39,True,True
12650,25,4,344719,12,9,3,3,6,5,0,0,4,39,False,False
12651,38,4,372484,2,7,5,8,4,3,0,0,40,39,False,False
12652,23,4,181820,16,10,5,5,5,5,0,0,45,39,True,False
12653,40,4,235371,9,11,1,10,5,5,0,0,40,39,True,False
12654,36,5,216711,12,9,3,4,1,5,99999,0,50,39,True,True
12655,20,4,299399,16,10,5,12,4,5,0,0,20,39,False,False
12656,41,4,202508,12,9,3,7,1,5,0,0,48,39,True,False
12657,44,4,172025,16,10,6,1,5,5,0,0,38,39,False,False
12658,49,5,246891,10,13,3,1,1,5,0,0,40,39,True,True
12659,22,4,450920,8,12,5,1,2,3,0,0,40,39,False,False
12660,26,4,53598,16,10,5,1,2,5,0,0,40,39,False,False
12661,47,4,103757,8,12,3,3,1,5,0,0,40,39,True,False
12662,48,4,76017,12,9,7,8,5,5,0,0,25,39,False,False
12663,28,5,80158,12,9,5,4,4,5,0,0,40,39,True,False
12664,37,1,90881,16,10,6,4,2,5,8614,0,55,39,True,True
12665,44,4,427952,10,13,3,10,1,5,0,0,40,39,True,False
12666,20,4,230955,3,8,5,8,2,3,0,0,35,39,False,False
12667,53,4,177916,10,13,3,1,1,5,7298,0,40,39,True,True
12668,36,4,342642,13,14,5,4,2,5,0,0,15,39,True,False
12669,77,4,253642,6,4,3,7,1,4,0,0,30,39,True,False
12670,21,4,219086,12,9,5,8,4,5,0,0,35,39,True,False
12671,24,4,162593,10,13,5,1,2,2,0,0,40,39,False,False
12672,30,4,87561,8,12,5,13,2,5,0,0,40,39,False,False
12673,51,2,142411,9,11,1,1,5,5,0,0,50,39,False,False
12674,22,4,154422,16,10,1,12,4,2,0,0,30,30,False,False
12675,23,4,169104,16,10,5,12,4,2,0,0,25,39,True,False
12676,47,4,193047,11,16,3,4,1,5,99999,0,50,39,True,True
12677,17,4,151141,3,8,5,12,4,5,0,0,20,39,True,False
12678,48,4,267912,10,13,5,8,2,5,0,0,50,26,True,True
12679,43,4,137126,16,10,3,4,1,5,0,0,40,39,True,True
12680,34,4,152453,3,8,3,3,1,5,0,0,40,13,True,False
12681,19,4,357059,12,9,5,1,4,5,0,0,35,39,False,False
12682,42,7,202011,16,10,5,4,2,5,0,0,40,39,False,False
12683,23,4,98283,10,13,5,4,4,2,0,0,40,39,True,False
12684,61,6,176965,15,15,3,10,1,5,0,0,50,39,True,True
12685,63,4,187919,2,7,3,8,1,5,0,0,30,39,True,False
12686,65,4,274916,12,9,7,12,5,5,0,0,40,39,False,False
12687,37,4,105813,9,11,3,1,1,5,7298,0,40,39,True,True
12688,41,2,193524,8,12,3,13,1,5,0,0,40,39,True,True
12689,35,4,152734,16,10,3,11,1,3,0,0,40,39,True,False
12690,21,4,263641,12,9,1,12,3,5,0,0,40,39,False,False
12691,48,2,102076,10,13,5,1,5,5,0,0,35,39,False,False
12692,51,7,155594,16,10,3,12,1,5,0,1887,40,39,True,True
12693,43,4,33331,10,13,3,12,1,5,0,0,55,39,True,False
12694,22,7,156773,16,10,5,10,2,5,0,0,15,39,True,False
12695,56,6,115439,16,10,3,3,1,5,0,0,60,39,True,False
12696,47,4,181652,12,9,1,1,2,5,0,0,40,39,False,False
12697,26,4,120268,10,13,5,1,4,5,0,0,24,39,True,False
12698,39,4,196308,16,10,3,8,6,5,0,0,24,39,False,False
12699,45,6,40690,16,10,5,5,4,5,0,0,75,39,True,False
12700,49,4,228583,12,9,1,8,5,5,0,0,40,4,True,False
12701,23,4,695136,12,9,5,6,2,5,0,0,30,39,True,False
12702,69,4,209236,12,9,3,1,1,5,0,0,36,39,True,False
12703,41,1,214838,13,14,3,4,1,5,0,0,60,39,True,True
12704,40,6,188436,12,9,6,4,3,5,0,0,40,39,True,False
12705,25,4,177625,12,9,5,7,2,5,0,0,40,39,True,False
12706,52,4,124591,12,9,5,6,5,5,0,0,40,39,True,False
12707,28,4,230856,16,10,5,10,2,3,3325,0,50,39,False,False
12708,50,1,221532,8,12,3,3,1,5,0,0,40,39,True,True
12709,21,4,232577,9,11,5,13,4,5,0,0,30,39,False,False
12710,48,4,168216,16,10,3,12,1,5,0,0,40,39,True,True
12711,27,4,214702,15,15,3,10,1,5,0,0,42,39,True,True
12712,63,4,237620,12,9,3,3,1,5,0,0,30,39,True,False
12713,47,7,54887,11,16,3,10,1,5,0,0,40,39,True,True
12714,37,6,164526,11,16,5,10,2,5,14084,0,45,39,True,True
12715,28,4,224506,16,10,3,12,1,3,0,0,40,39,True,False
12716,58,4,183870,12,9,1,1,2,5,0,0,40,39,False,False
12717,41,4,208330,16,10,3,12,1,5,0,0,51,39,True,False
12718,67,5,168370,16,10,3,12,1,5,0,0,40,39,True,False
12719,62,6,320376,12,9,3,12,6,5,0,0,48,39,False,False
12720,28,4,192384,16,10,3,6,1,5,0,0,40,39,True,True
12721,26,4,167350,3,8,5,6,4,5,0,0,40,39,True,False
12722,46,6,103538,15,15,3,10,1,5,0,0,65,39,True,True
12723,29,4,58522,12,9,3,3,1,5,0,0,40,39,True,False
12724,39,4,191342,10,13,3,3,1,2,0,0,40,30,True,True
12725,25,4,193820,13,14,5,10,4,5,0,0,35,39,False,False
12726,20,4,258490,16,10,5,12,2,5,0,0,35,39,False,False
12727,21,4,56520,16,10,5,1,4,5,0,0,40,39,True,False
12728,25,4,102476,10,13,5,10,2,5,0,0,50,39,True,False
12729,44,5,311357,15,15,3,10,1,5,0,0,50,39,True,True
12730,37,4,166497,12,9,5,1,4,5,0,0,38,39,True,False
12731,50,4,160724,13,14,3,4,1,2,7298,0,40,30,True,True
12732,29,4,338270,12,9,6,1,5,5,0,0,40,39,False,False
12733,18,4,282394,16,10,5,12,4,3,0,0,21,39,False,False
12734,32,4,383269,10,13,5,4,5,5,0,0,40,39,False,False
12735,58,4,119386,9,11,1,1,2,5,0,0,60,39,False,False
12736,50,4,196975,12,9,3,3,1,5,0,0,40,39,True,True
12737,29,4,334221,16,10,5,8,2,5,0,0,18,39,False,False
12738,58,4,27385,12,9,3,4,1,5,0,0,60,39,True,True
12739,29,7,133846,16,10,5,8,4,5,0,0,40,39,False,False
12740,36,4,361888,12,9,3,14,1,5,0,0,45,39,True,True
12741,21,4,230429,12,9,5,3,2,5,0,0,35,39,True,False
12742,49,4,328776,12,9,1,4,5,5,0,0,40,39,False,False
12743,60,4,243829,13,14,1,10,2,5,0,0,50,39,False,False
12744,39,4,306646,16,10,3,12,1,5,3103,0,50,39,True,True
12745,50,4,138179,8,12,3,3,1,5,0,1902,40,39,True,True
12746,30,4,280069,16,10,5,12,2,5,0,0,48,39,False,False
12747,55,4,305759,12,9,1,8,2,5,0,0,40,39,True,False
12748,64,2,164876,12,9,1,14,5,5,0,0,20,39,True,False
12749,29,5,138597,8,12,5,10,3,3,0,0,40,39,False,False
12750,40,4,111483,10,13,3,4,1,5,7298,0,40,39,True,True
12751,42,4,144778,12,9,3,3,1,5,0,0,50,39,True,False
12752,55,4,171015,12,9,7,12,5,5,0,0,40,39,False,False
12753,43,4,112494,12,9,1,14,2,5,0,0,45,39,True,False
12754,28,4,408473,3,8,5,12,2,3,0,0,40,39,True,False
12755,46,7,27802,8,12,3,13,1,5,0,0,38,39,True,True
12756,34,4,236318,12,9,5,7,5,5,0,0,40,39,True,False
12757,47,4,121836,13,14,3,1,6,5,7688,0,38,39,False,True
12758,43,6,315971,13,14,5,4,2,5,0,0,40,39,False,False
12759,24,4,698418,16,10,5,1,4,3,0,0,25,39,False,False
12760,21,4,329530,2,7,3,3,1,5,0,0,40,26,True,False
12761,65,4,194456,10,13,3,3,1,5,0,0,40,9,True,True
12762,20,4,282579,16,10,5,8,2,5,0,0,40,39,True,False
12763,31,7,26401,13,14,1,1,2,5,0,0,25,39,False,False
12764,38,7,364958,12,9,3,1,1,5,3464,0,40,39,True,False
12765,22,4,83998,16,10,5,12,2,5,0,0,40,39,True,False
12766,20,4,94364,16,10,5,10,2,4,0,0,20,39,False,False
12767,44,4,174189,16,10,3,12,1,5,0,0,60,39,True,False
12768,44,2,101967,13,14,3,10,6,5,0,0,40,39,False,False
12769,41,4,146908,11,16,3,10,1,5,0,0,60,39,True,True
12770,38,4,126675,12,9,1,3,2,5,0,2205,40,39,True,False
12771,21,4,31606,16,10,5,8,4,5,0,0,25,11,False,False
12772,24,4,132327,16,10,4,12,5,4,0,0,30,7,False,False
12773,24,4,112459,13,14,5,10,2,5,0,0,45,39,False,False
12774,28,4,48894,12,9,3,1,4,5,0,0,40,39,False,False
12775,39,4,181943,10,13,5,4,2,5,0,0,35,39,False,False
12776,48,4,247685,16,10,1,3,2,5,3325,0,40,39,True,False
12777,24,2,195808,12,9,5,11,2,5,0,0,40,39,True,False
12778,50,4,172052,12,9,3,10,1,2,0,0,35,35,True,True
12779,50,2,50178,16,10,3,3,1,5,4064,0,55,39,True,False
12780,68,4,351711,16,10,3,1,1,5,0,0,40,39,True,False
12781,31,7,190305,13,14,3,10,1,5,0,0,50,39,True,False
12782,22,4,464103,4,2,5,3,2,5,0,0,40,13,True,False
12783,18,4,36348,16,10,5,1,4,5,0,0,48,39,True,False
12784,25,4,120238,12,9,4,7,2,5,0,0,40,31,True,False
12785,28,4,354095,16,10,5,12,2,5,0,0,40,39,False,False
12786,17,2,308901,2,7,5,1,4,5,0,0,15,39,False,False
12787,24,7,208826,11,16,5,10,2,5,0,0,99,9,False,False
12788,20,4,369677,1,6,6,12,2,5,0,0,36,39,False,False
12789,45,1,98524,8,12,3,1,1,5,0,0,40,39,True,True
12790,44,4,239723,16,10,4,3,5,5,1506,0,45,39,False,False
12791,57,4,231232,6,4,3,3,1,5,0,0,40,39,True,False
12792,33,4,236396,10,13,3,12,1,5,0,1902,55,39,True,True
12793,24,4,119156,10,13,5,10,4,5,0,0,40,39,True,False
12794,22,4,320451,16,10,5,11,4,2,0,0,24,19,True,False
12795,41,4,38397,12,9,1,8,2,5,0,0,40,39,False,False
12796,51,5,189183,10,13,3,4,1,5,0,0,40,39,True,False
12797,46,2,199281,10,13,6,10,5,5,0,0,40,39,True,False
